"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
"[""1990 <= Year >= 2007""]"																																						
	2006	6	20	16	52	57.9			"CHINA:  GANSU PROVINCE"	33.068	104.95	24	4.5						5	1		1		1							5	1		1		1		
	2006	7	17	8	19	25	2832		"INDONESIA:  JAVA"	-9.254	107.411	34	7.7														802	3			498	3	55	4	1623	4		
	2006	7	22	1	10	29			"CHINA:  YANJIN"	27.995	104.138	56	4.9		22	1			106	3							22	1			106	3						
	2006	7	29	0	11	51.3			"TAJIKISTAN:  PANJ-QUMSANGIR"	37.255	68.828	34	5.6		3	1			19	1			721	3	721	3	3	1			19	1			721	3		
	2006	8	5	14	3	43.7			"ARGENTINA:  MENDOZA"	-33.131	-68.707	22	5.6	5								1												1				
	2006	8	18	11	45	49.4			"TAJIKISTAN:  DUSHANBE (STALINABAD)"	38.246	69.22	10	4.7									1												1				
	2006	8	24	20	1	0.2			"FRANCE"	45.84	-0.14	5	4.3									1												1				
	2006	8	25	5	51	44.3			"CHINA:  SICHUAN PROVINCE"	28.012	104.151	22	4.6		1	1			31	1		2					1	1			31	1		2				
	2006	9	10	14	56	8.1			"GULF OF MEXICO"	26.319	-86.606	14	5.8																									
	2006	9	28	6	22	9.7	2972		"SAMOA ISLANDS"	-16.592	-172.033	28	6.9	4																								
	2006	9	29	13	8	26.1			"TRINIDAD:  PORT-OF-SPAIN"	10.876	-61.756	53	6.1						3	1		1	1	1							3	1		1	1	1		
	2006	9	29	18	23	5.9			"TRINIDAD:  GASPARILLO"	10.814	-61.758	52	5.5		1	1											1	1										
	2006	10	15	17	7	49.2	3017		"HAWAIIAN ISLANDS"	19.878	-155.935	39	6.7	8						3	73	4										3	73	4				
	2006	10	20	10	48	56			"PERU:  CENTRAL"	-13.457	-76.677	23	6.7	4								1												1				
	2006	10	27	10	52	5.7			"CHINA:  HUBEI"	31.56	113.21	10	4.5									2												2				
	2006	11	3	6	21	39.2			"CHINA:  NEI MONGOL"	43.469	119.558	10	4.7									3	55886	4										3	5586	4		
	2006	11	15	11	14	13.5	3016		"RUSSIA:  KURIL ISLANDS"	46.592	153.266	10	8.3																		1	1		2				
	2006	11	17	18	19	51.6			"FRANCE:  PYRENEES"	42.99	-0.05	10	4.7									1												1				
	2006	11	23	7	15	20.5			"HUNGARY:  BEREGDAROC"	48.195	22.46	10	4.8									1												1				
	2006	11	23	11	4	44.3			"CHINA:  XINJIANG PROVINCE:  NORTH"	44.229	83.524	20	4.7									2	60	2										2	60	1		
	2006	11	24	6	33	26.4			"INDONESIA:  SULAWESI: PINRANG"	-3.728	119.233	31	5.2									1												1				
	2006	11	29	1	32	17.9			"INDONESIA:  HALMAHERA:  MOROTAI"	2.52	128.283	39	6.2									2	50	1										2	50	1		
	2006	12	1	14	1	47.5			"INDONESIA:  SUMABAWA:  BIMA"	-8.251	118.777	43	6.3		1	1			14	1		1	20	1			1	1			14	1		1	20	1		
	2006	12	8	16	48	39.1			"SWITZERLAND:  BASEL"	47.58	7.6	5	3.9									1												1				
	2006	12	12	17	2	29.7			"THAILAND:  MAE RIM"	18.901	98.916	10	4.6									1	5	1										1	5	1		
	2006	12	17	21	39	17.4			"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI"	0.626	99.859	30	5.8		7	1			100	2		3	680	3			7	1			100	2		3	680	2		
	2006	12	24	22	43	26.7			"INDIA:  RAJASTHAN"	26.88	76.15	10	4.2																					1				
	2006	12	25	20	1	0.4			"KYRGYZSTAN:  KOCHKOR"	42.156	76.163	12	5.8									3	2410	4										2	2410	4		
	2006	12	26	12	26	21.1	3622		"TAIWAN:  PINGTUNG"	21.799	120.547	10	7		2	1			40	1		1		2			2	1			40	1		1		2		
	2006	12	31	13	39	23.6			"HUNGARY:  BUDAPEST"	47.449	19.343	5	4.1									1		1										1		1		
	2007	1	8	17	21	50.2			"KYRGYZSTAN:  ISFARIA"	39.803	70.311	18	6									2	187	3										2	187	3		
	2007	1	9	14	49	48.8			"CHINA:  GANSU PROVINCE"	37.021	103.911	20	4.5									3	2000	4										3	2000	4		
	2007	1	10	17	18	58.3			"CHINA:  GANSU PROVINCE"	33.259	104.74	23	4.7									1		2										1		2		
	2007	1	13	4	23	21.1	3019		"RUSSIA:  KURIL ISLANDS"	46.243	154.524	10	8.1																									
	2007	1	21	7	38	57			"TURKEY:  E"	39.592	42.863	3	5.1						2	1		1									2	1		1				
	2007	1	21	11	27	45			"INDONESIA:  MOLUCCA ISLANDS:  N"	1.065	126.282	22	7.5		4	1			4	1		1					4	1			4	1		1				
	2007	2	16	7	15	54			"PHILIPPINES:  MINDANAO"	6.614	126.24	79	4.9									1												1				
	2007	2	21	11	5	29.2			"TURKEY:  DOGANKOY, PUTURGE, SIVRICE"	38.318	39.267	10	5.7									1		1		1								1		1		
	2007	3	6	3	49	38.9			"INDONESIA:  SUMATRA:  SOUTHERN"	-0.493	100.498	19	6.4	8	67	2			826	3		3	43719	4		4	67	2			826	3		3	43719	4		4
	2007	3	6	13	5	12.1			"COLOMBIA:  CAUCA, SOTARA, PURACE,"	2.082	-76.495	43	5						9	1		1	9	1							9	1		1	9	1		
	2007	3	6	22	32	6.8			"IRAN:  WESTERN:  DORUD"	33.49	48.93	16	4.7						35	1		1									35	1		1				
	2007	3	25	0	40	1.6	3038		"VANUATU ISLANDS"	-20.617	169.357	34	7.1																									
	2007	3	25	0	41	57.8	3035		"JAPAN:  HONSHU:  W COAST"	37.336	136.588	8	6.7		1	1			150	3		3	58	2	455	3	1	1			150	3		3	58	2	455	3
	2007	3	25	13	57	58.2			"GREECE:  ARGOSTOLION, KEFALLINIA"	38.34	20.42	15	5.8	6								1		1										1		1		
	2007	4	1	20	39	56.3	3037		"SOLOMON ISLANDS"	-8.466	157.043	24	8.1		2	1						3	300	3	500	3	52	2						3	2500	4	500	3
	2007	4	13	5	42	23			"MEXICO:  GUERRERO, ATOYAC"	17.302	-100.198	34	6	5								1	2	1										1	2	1		
	2007	4	15	3	19	30.3			"JAPAN:  HONSHU:  W"	34.807	136.239	16	4.6						12	1		2	63	1							12	1		2	63	2		
	2007	4	16	7	38	53.8			"ALBANIA:  TIRANA"	41.172	19.897	14	4.5									1		1												1		
	2007	4	21	17	53	46.3	3044		"CHILE:  SOUTHERN"	-45.243	-72.648	37	6.2	7	2	1						1			2	1	10	1						1			2	1
	2007	4	28	7	18	11.3			"UNITED KINGDOM:  ENGLAND:  FOLKESTONE"	51.085	1.009	10	4.6	6					1	1		1									1	1		1				
	2007	5	8	15	46	49.1			"MONTANA:  SHERIDAN"	45.394	-112.13	14	4.5	5								1												1				
	2007	5	16	8	56	16.4			"LAOS:  BOKEO;  THAILAND:  CHIANG RAI, CHIAN SAEN"	20.504	100.746	24	6.3									1												1				
	2007	5	29	9	36	5.6			"INDONESIA: LABUHA"	-1.065	127.343	24	6.1									1		2										1		2		
	2007	6	2	21	34	57.7			"CHINA:  YUNNAN PROVINCE:  NING'ER"	23.028	101.052	5	6.1		3	1			329	3	310	4					3	1			329	3	310	4				
	2007	6	13	19	29	40.1			"GUATEMALA:  GUATEMALA CITY"	13.554	-90.618	23	6.7									1		2		2								1		2		
	2007	6	18	14	29	48.2			"IRAN:  QOM"	34.437	50.833	5	5.5									1		2		2								1		2		
	2007	7	13	7	20	25.5			"ECUADOR:  ZARUMA"	-3.987	-79.836	50	4.5									1																
	2007	7	16	1	13	22	3104		"JAPAN:  HONSHU:  W COAST"	37.57	138.478	10	6.6		9	1			1088	4	12500	4			875	3	9	1			1088	4	12500	4			875	3
	2007	7	20	10	6	52			"CHINA:  XINJIANG:  TEKES"	42.913	82.378	10	5.6									2	2120	4										2	2120	4		
	2007	7	20	11	42	22.3			"CALIFORNIA:  MONTCLAIR"	37.804	-122.193	5	4.2									1												1				
	2007	7	21	22	44	13.5			"TAJIKISTAN:  RASHT, ASHT"	38.936	70.485	10	5.2		12	1											12	1										
	2007	7	22	23	2	14.7			"INDIA:  UTTARKASHI, CHAMOLI, MUZAFFARNAGAR"	30.881	78.239	19	4.3						3	1		1		1		1					3	1		1		1		
	2007	7	26	5	40	16.1			"INDONESIA:  MALUKU:  N"	2.872	127.464	25	6.9							2		1		1								2		1		1		
	2007	8	1	17	8	51.4			"VANUATU ISLANDS:  LUGANVILLE"	-15.595	167.68	120	7.2									1		1		1								1		1		
	2007	8	2	2	37	42.3	3155		"RUSSIA:  TATAR STRAIT"	47.116	141.798	5	6.2		2	1			12	1		1	11	1	20	1	2	1			12	1		1	11	2	20	1
	2007	8	2	3	21	42.8	3156		"ALASKA:  ALEUTIAN ISLANDS"	51.307	-179.971	21	6.7																									
	2007	8	6	8	48	40			"UTAH:  HUNTINGTON"	39.465	-111.237	2	4.2		9	1				1							9	1				1						
	2007	8	8	17	4	58			"INDONESIA:  JAVA"	-5.968	107.655	289	7.5																									
	2007	8	15	23	40	57.8	3168		"PERU:  ICA, PISCO, LIMA"	-13.386	-76.603	39	8	8	514	3			1090	4		4	52154	4	23632	4	514	3			1090	4		4	52154	4	23632	4
	2007	8	17	0	38	56			"UTAH"	39.464	-111.207	0	1.6		3	1			6	1							3	1			6	1						
	2007	8	20	19	15	53.5			"INDIA:  MAHARASHTRA:  SATARA"	17.2	73.7	5	4.4									1												1				
	2007	8	25	4	24	21.9			"IRAN:  HADJI ABAD, ORZUIYEH"	28.154	56.652	10	5						4	1											4	1						
	2007	9	2	1	5	18.1	3598		"SOLOMON ISLANDS:  SANTA CRUZ ISLANDS"	-11.61	165.762	35	7.2																									
	2007	9	9	18	36	37.6			"INDONESIA:  SITUBONDO"	-7.783	114.338	35	4.8						13	1		1									13	1		1				
	2007	9	10	1	49	14.2			"COLOMBIA:  NARINO, EL CHARCO, ISCUANDE, LA TOLA"	2.982	-77.967	31	6.8						5	1		1	35	1							5	1		1	35	1		
	2007	9	12	11	10	26.8	3228		"INDONESIA:  SUMATRA"	-4.438	101.367	34	8.4		25	1			161	3		3	56425	4		4	25	1			161	3		3	56425	4		4
	2007	9	12	23	49	3.7			"INDONESIA:  SUMATRA"	-2.625	100.841	35	7.9																									
	2007	9	28	13	38	57.8			"JAPAN:  VOLCANO ISLANDS"	22.013	142.668	260	7.5																									
	2007	9	30	5	23	34	3248		"NEW ZEALAND:  AUCKLAND ISLANDS"	-49.418	163.954	10	7.4																									
	2007	10	15	12	29	36			"NEW ZEALAND:  SOUTH ISLAND:  FIORDLAND"	-44.785	167.583	26	6.8									1												1				
	2007	10	26	6	50	6.6			"PAKISTAN:  GHANCHE"	35.304	76.753	10	4.8		1	1			12	1							1	1			12	1						
	2007	10	31	3	4	54.8			"CALIFORNIA:  SAN JOSE"	37.434	-121.774	10	5.6									1												1				
	2007	11	6	9	38	5.7			"INDIA:  GUJARAT"	21.181	70.724	10	5.1		1	1			5	1		1		2		2	1	1			5	1		1		2		
	2007	11	7	4	12	38.6			"PHILIPPINES:  BOHOL ISLAND:  MABINI"	9.721	124.647	72	5.1		1	1											1	1										
	2007	11	7	7	10	21.9			"BANGLADESH:  CHITTAGONG, BANDARBAN, RANGAMATI"	22.15	92.388	29	5.1						10	1		1									10	1		1				
	2007	11	14	15	40	50.5	3293		"CHILE:  TOCOPILLA, MARIA ELENA"	-22.247	-69.89	40	7.7	8	2	1			65	2		3		4			2	1			65	2		3		4		
	2007	11	16	3	13	0.1			"PERU-ECUADOR:  GUAYAQUIL"	-2.312	-77.838	123	6.8									1												1				
	2007	11	20	5	20	3.4			"IRAN:  WESTERN:  QAL' EH-YE TOL, KHUZESTAN"	31.68	49.93	7	4.8						30	1		1		1		1					30	1		1		1		
	2007	11	25	16	2	17.9			"INDONESIA:  SUMBAWA ISLAND"	-8.277	118.339	35	6.5		3	1				3		2		3			3	1				3		2		3		
	2007	11	25	23	12	17			"INDIA:  BADAUN, MEERUT, NOIDA, REWARI"	28.555	77.057	10	4.7									1		1		1								1		1		
	2007	11	29	19	0	20.4	5441		"MARTINIQUE"	14.944	-61.274	156	7.4		1	1			102	3		1					1	1			102	3		1				
	2007	12	9	2	3	29.4			"BRAZIL:  MINAS GERAIS"	-15.048	-44.231	10	4.6		1	1			6	1		2	76	2			1	1			6	1		2	76	2		
	2007	12	9	7	28	20.8	3599		"KERMADEC ISLANDS"	-25.996	-177.514	153	7.8																									
	2007	12	15	18	22	27.1			"CHILE:  OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO"	-32.689	-71.695	25	5.9						4	1		1		1							4	1		1		1		
	2007	12	20	7	55	15.8			"NEW ZEALAND:  OFF COAST NORTH ISLAND"	-39.011	178.291	20	6.6	7	1	1						1	3	1			1	1						1	3	1		
	2007	12	20	9	48	29.9			"TURKEY:  CENTRAL:  YENIYAPAN, ABAZLAR, SUYUGUZEL"	39.417	33.212	10	5.7									1		1		1								1		1		
	2007	12	26	23	47	10.7			"TURKEY:  CENTRAL:  ANKARA"	39.446	33.162	8	5.6									3	2214	4	2214	4								3	2214	4		
