,Type,Year,Mo,Country,Latitude,Longitude,Total Deaths,Total Death Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Mag,Maximum Water Height (m)
561,EQ,2004.0,7.0,Afghanistan,33.426,69.524,2.0,1.0,40.0,1.0,,3.0,5.2,
562,EQ,2004.0,7.0,Turkey,39.634,43.966,1.0,1.0,5.0,1.0,,1.0,4.0,
563,EQ,2004.0,8.0,Turkey,36.833,27.815,,,15.0,1.0,,,5.6,
564,EQ,2004.0,8.0,China,27.266,103.873,4.0,1.0,600.0,3.0,50.0,4.0,5.4,
565,EQ,2004.0,8.0,Turkey,38.377,39.261,1.0,1.0,11.0,1.0,,1.0,5.7,
566,EQ,2004.0,9.0,Japan,33.07,136.618,,,4.0,1.0,,1.0,7.2,
567,EQ,2004.0,9.0,Japan,33.184,137.071,,,40.0,1.0,,1.0,7.4,
568,EQ,2004.0,9.0,Argentina,-28.573,-65.84,1.0,1.0,,2.0,,1.0,6.1,
569,EQ,2004.0,9.0,China,34.682,103.781,,,19.0,1.0,,3.0,5.2,
570,EQ,2004.0,9.0,Poland,54.841,19.912,,,3.0,1.0,,1.0,4.8,
571,EQ,2004.0,9.0,United States,35.819,-120.364,,,,,,1.0,6.0,
572,EQ,2004.0,10.0,China,11.989,-86.52,,,,,,1.0,5.6,
573,EQ,2004.0,10.0,Iran,37.125,54.477,,,60.0,2.0,,,5.6,
574,EQ,2004.0,10.0,Taiwan,24.53,122.694,,,,2.0,,1.0,6.6,
575,EQ,2004.0,10.0,China,25.073,99.169,,,12.0,1.0,,3.0,4.4,
576,EQ,2004.0,10.0,Japan,37.226,138.779,40.0,1.0,3183.0,4.0,28000.0,4.0,6.6,
577,EQ,2004.0,10.0,Japan,37.284,138.885,,,5.0,1.0,,1.0,5.9,
578,EQ,2004.0,10.0,Bulgaria,45.787,26.622,,,,,,1.0,5.8,
579,EQ,2004.0,11.0,Canada,49.277,-128.772,,,,,,,6.6,
580,EQ,2004.0,11.0,Greece,35.945,23.115,,,,,,1.0,5.2,
581,EQ,2004.0,11.0,Japan,37.396,138.862,,,8.0,1.0,,1.0,5.5,
582,EQ,2004.0,11.0,Indonesia,-8.152,124.868,34.0,1.0,400.0,3.0,,3.0,7.5,
583,EQ,2004.0,11.0,Colombia,4.695,-77.508,,,10.0,1.0,,3.0,7.2,
584,EQ,2004.0,11.0,Iran,32.023,48.836,,,,,,1.0,4.8,
585,EQ,2004.0,11.0,Costa Rica,9.602,-84.172,8.0,1.0,,2.0,,3.0,6.4,
586,EQ,2004.0,11.0,Guadeloupe,15.679,-61.706,1.0,1.0,12.0,1.0,,2.0,6.3,
587,EQ,2004.0,11.0,Iran,33.297,47.977,,,,2.0,,1.0,5.0,
588,EQ,2004.0,11.0,New Zealand,-46.676,164.721,,,,,,1.0,7.1,
589,EQ,2004.0,11.0,Italy,45.626,10.559,,,9.0,1.0,,2.0,5.1,
590,EQ,2004.0,11.0,Indonesia,-3.609,135.404,32.0,1.0,130.0,3.0,55.0,4.0,7.1,
591,EQ,2004.0,11.0,Japan,43.006,145.119,,,24.0,1.0,,1.0,7.0,
592,EQ,2004.0,12.0,Algeria,36.848,3.448,,,15.0,1.0,,1.0,4.5,
593,EQ,2004.0,12.0,TRINIDAD:  MAYARO,10.49,-61.48,,,,,,1.0,5.8,
594,EQ,2004.0,12.0,Germany,48.115,8.077,,,,,,1.0,4.8,
595,EQ,2004.0,12.0,Algeria,36.865,3.421,,,46.0,1.0,,,4.5,
596,EQ,2004.0,12.0,Japan,42.9,145.228,,,4.0,1.0,,,6.8,
597,EQ,2004.0,12.0,India,24.757,92.539,,,,2.0,,1.0,5.4,
598,EQ,2004.0,12.0,Japan,44.119,141.793,,,3.0,1.0,,1.0,5.8,
599,EQ,2004.0,12.0,Turkey,37.042,28.206,,,3.0,1.0,,1.0,5.4,
600,EQ,2004.0,12.0,Australia,-49.312,161.345,,,,,,,8.1,
601,EQ,2004.0,12.0,Indonesia,3.316,95.854,227899.0,4.0,,3.0,10000.0,4.0,9.1,
602,EQ,2005.0,1.0,Iran,37.103,54.574,,,110.0,3.0,,,5.4,
603,EQ,2005.0,1.0,Japan,34.064,141.491,,,,,,,6.6,
604,EQ,2005.0,1.0,New Zealand,-41.223,175.21,,,,,,1.0,5.3,
605,EQ,2005.0,1.0,Indonesia,-1.198,119.933,1.0,1.0,4.0,1.0,,2.0,6.3,
606,EQ,2005.0,1.0,Ecuador,-1.364,-80.785,,,,,,2.0,6.1,
607,EQ,2005.0,1.0,China,22.526,100.709,,,3.0,1.0,,1.0,4.8,
608,EQ,2005.0,1.0,Turkey,37.622,43.703,2.0,1.0,22.0,1.0,,1.0,5.9,
609,EQ,2005.0,1.0,Spain,37.91,-1.82,,,,,,2.0,4.4,
610,EQ,2005.0,2.0,Indonesia,-7.037,107.819,1.0,1.0,,2.0,,2.0,4.8,
611,EQ,2005.0,2.0,Guadeloupe,15.775,-61.744,,,,,,,5.8,
612,EQ,2005.0,2.0,China,41.728,79.44,,,,,,3.0,6.1,
613,EQ,2005.0,2.0,India,24.55,92.524,,,,,,1.0,5.1,
614,EQ,2005.0,2.0,Iran,30.754,56.816,612.0,3.0,1411.0,4.0,,4.0,6.4,
615,EQ,2005.0,3.0,Pakistan,30.378,68.038,,,1.0,1.0,,1.0,4.9,
616,EQ,2005.0,3.0,South Africa,-26.913,26.789,2.0,1.0,58.0,2.0,,2.0,4.3,
617,EQ,2005.0,3.0,Turkey,39.44,40.978,,,16.0,1.0,,2.0,5.6,
618,EQ,2005.0,3.0,Iran,27.095,61.887,,,,,,1.0,6.0,
619,EQ,2005.0,3.0,Turkey,39.354,40.89,,,18.0,1.0,,3.0,5.8,
620,EQ,2005.0,3.0,India,17.145,73.73,,,45.0,1.0,,2.0,4.9,
621,EQ,2005.0,3.0,India,17.072,73.668,,,,,,1.0,4.3,
622,EQ,2005.0,3.0,Japan,33.807,130.131,1.0,1.0,500.0,3.0,,2.0,6.6,
623,EQ,2005.0,3.0,Indonesia,2.085,97.108,1313.0,4.0,340.0,3.0,,4.0,8.6,
624,EQ,2005.0,4.0,Indonesia,-1.644,99.607,,,,,,,6.7,
625,EQ,2005.0,6.0,Chile,-19.987,-69.197,11.0,1.0,200.0,3.0,,,7.7,
626,EQ,2005.0,6.0,United States,41.301,-125.97,,,,,,,7.2,
627,EQ,2005.0,7.0,Indonesia,1.819,97.082,,,,,,1.0,6.7,
628,EQ,2005.0,7.0,Indonesia,-1.174,119.963,,,,,,1.0,5.9,
629,EQ,2005.0,7.0,Albania,42.389,19.812,,,,,,1.0,5.2,
630,EQ,2005.0,7.0,Indonesia,-9.948,124.48,,,,,,1.0,5.3,
631,EQ,2005.0,7.0,Japan,35.498,139.982,,,27.0,1.0,,1.0,5.9,
632,EQ,2005.0,7.0,India,7.92,92.19,,,,,,1.0,7.2,
633,EQ,2005.0,7.0,China,46.827,125.058,1.0,1.0,12.0,1.0,,,4.7,
634,EQ,2005.0,7.0,United States,45.365,-112.615,,,,,,1.0,5.6,
635,EQ,2005.0,7.0,Turkey,39.437,33.089,,,,,,1.0,5.3,
636,EQ,2005.0,8.0,China,26.569,103.036,,,9.0,1.0,,2.0,4.8,
637,EQ,2005.0,8.0,Vietnam,9.985,108.383,,,,,,1.0,4.5,
638,EQ,2005.0,8.0,Iran,28.85,52.56,,,,,,1.0,5.1,
639,EQ,2005.0,8.0,China,23.627,104.103,,,26.0,1.0,,1.0,4.5,
640,EQ,2005.0,8.0,Chile,-19.78,-68.98,,,,,,1.0,5.8,
641,EQ,2005.0,8.0,India,17.398,74.118,,,,,,2.0,4.4,
642,EQ,2005.0,8.0,Japan,38.276,142.039,,,56.0,2.0,,1.0,7.2,
643,EQ,2005.0,8.0,India,30.924,78.56,,,,,,1.0,4.4,
644,EQ,2005.0,8.0,India,17.067,73.773,,,,,,1.0,4.7,
645,EQ,2005.0,9.0,Guinea,-4.539,153.474,,,,,,,7.7,
646,EQ,2005.0,9.0,Ethiopia,12.471,40.634,,,,,,2.0,5.6,
647,EQ,2005.0,9.0,Peru,-5.678,-76.398,5.0,1.0,60.0,2.0,,2.0,7.5,
648,EQ,2005.0,10.0,Peru,-16.635,-70.794,,,10.0,1.0,,1.0,5.3,
649,EQ,2005.0,10.0,Pakistan,34.539,73.588,76213.0,4.0,146599.0,4.0,6680.0,4.0,7.6,
650,EQ,2005.0,10.0,Turkey,38.152,26.751,1.0,1.0,15.0,1.0,,1.0,5.9,
651,EQ,2005.0,10.0,Ecuador,-0.507,-77.745,,,,,,1.0,4.8,
652,EQ,2005.0,10.0,China,23.604,107.798,1.0,1.0,1.0,1.0,,1.0,4.2,
653,EQ,2005.0,10.0,Peru,-5.852,-78.704,,,,,,,5.4,
654,EQ,2005.0,11.0,Japan,38.107,144.896,,,,,,,7.0,
655,EQ,2005.0,11.0,China,29.695,115.689,16.0,1.0,8000.0,4.0,,3.0,5.2,
656,EQ,2005.0,11.0,Turkey,38.26,38.814,,,,,,1.0,4.4,
657,EQ,2005.0,11.0,Iran,26.774,55.858,13.0,1.0,100.0,2.0,,2.0,6.0,
658,EQ,2005.0,12.0,CONGO:  KALEMIE,-6.224,29.83,6.0,1.0,,,,1.0,6.8,
659,EQ,2005.0,12.0,Afghanistan,36.357,71.093,5.0,1.0,1.0,1.0,,1.0,6.5,
660,EQ,2005.0,12.0,India,30.476,79.255,1.0,1.0,4.0,1.0,,2.0,5.3,
661,EQ,2005.0,12.0,Turkey,38.804,26.783,,,,,,1.0,4.3,
662,EQ,2006.0,1.0,Greece,36.311,23.212,,,3.0,1.0,,1.0,6.7,
663,EQ,2006.0,1.0,Indonesia,-5.473,128.131,,,,,,,7.6,
664,EQ,2006.0,2.0,India,27.382,88.388,2.0,1.0,2.0,1.0,,1.0,5.3,
665,EQ,2006.0,2.0,Bulgaria,41.708,25.544,,,2.0,1.0,,,4.6,
666,EQ,2006.0,2.0,Mozambique,-21.324,33.583,4.0,1.0,36.0,1.0,,2.0,7.0,
667,EQ,2006.0,2.0,Bhutan,26.912,91.705,,,,,,1.0,5.8,
668,EQ,2006.0,2.0,Iran,28.12,56.865,,,6.0,1.0,,2.0,6.0,
669,EQ,2006.0,3.0,India,23.777,70.899,,,7.0,1.0,,1.0,5.5,
670,EQ,2006.0,3.0,Pakistan,33.129,73.887,1.0,1.0,22.0,1.0,,,4.9,
671,EQ,2006.0,3.0,Indonesia,-3.595,127.214,4.0,1.0,,,,2.0,6.7,
672,EQ,2006.0,3.0,Algeria,36.623,5.328,4.0,1.0,9.0,1.0,,,4.9,
673,EQ,2006.0,3.0,Iran,27.574,55.685,1.0,1.0,1.0,1.0,,1.0,5.9,
674,EQ,2006.0,3.0,Indonesia,3.462,97.224,,,,,,1.0,5.0,
675,EQ,2006.0,3.0,Iran,33.5,48.78,70.0,2.0,1300.0,4.0,,3.0,6.1,
676,EQ,2006.0,3.0,China,44.624,124.122,,,,,,1.0,4.9,
677,EQ,2006.0,4.0,Taiwan,22.868,121.278,,,42.0,1.0,,1.0,6.2,
678,EQ,2006.0,4.0,Pakistan,34.6,73.136,,,28.0,1.0,,1.0,4.8,
679,EQ,2006.0,4.0,India,23.322,70.477,,,,,,1.0,5.5,
680,EQ,2006.0,4.0,Greece,37.64,20.92,,,,,,1.0,5.5,
681,EQ,2006.0,4.0,China,31.607,90.413,,,,,,1.0,5.7,
682,EQ,2006.0,4.0,Russia,60.949,167.089,,,40.0,1.0,55.0,4.0,7.6,
683,EQ,2006.0,5.0,Tonga,-20.187,-174.123,,,1.0,1.0,,1.0,7.9,
684,EQ,2006.0,5.0,Panama,8.898,-82.543,,,,,,1.0,4.5,
685,EQ,2006.0,5.0,Iran,30.79,56.7,,,70.0,2.0,,1.0,4.1,
686,EQ,2006.0,5.0,Indonesia,-5.575,105.395,,,,,,1.0,5.5,
687,EQ,2006.0,5.0,Indonesia,-7.961,110.446,5749.0,4.0,38568.0,4.0,3100.0,4.0,6.3,
688,EQ,2006.0,6.0,Iran,26.759,55.843,2.0,1.0,4.0,1.0,,1.0,5.1,
689,EQ,2006.0,6.0,Turkey,37.605,43.787,,,,,,1.0,4.1,
690,EQ,2006.0,6.0,Malawi,-14.52,34.28,,,,,,1.0,3.8,
691,EQ,2006.0,6.0,Japan,33.129,131.141,,,8.0,1.0,,,6.3,
692,EQ,2006.0,6.0,Albania,40.27,19.96,,,1.0,1.0,,1.0,4.5,
693,EQ,2006.0,6.0,China,33.068,104.95,,,5.0,1.0,,1.0,4.5,
694,EQ,2006.0,7.0,Indonesia,-9.254,107.411,802.0,3.0,498.0,3.0,55.0,4.0,7.7,
695,EQ,2006.0,7.0,China,27.995,104.138,22.0,1.0,106.0,3.0,,,4.9,
696,EQ,2006.0,7.0,Tajikistan,37.255,68.828,3.0,1.0,19.0,1.0,,,5.6,
697,EQ,2006.0,8.0,Argentina,-33.131,-68.707,,,,,,1.0,5.6,
698,EQ,2006.0,8.0,Tajikistan,38.246,69.22,,,,,,1.0,4.7,
699,EQ,2006.0,8.0,France,45.84,-0.14,,,,,,1.0,4.3,
700,EQ,2006.0,8.0,China,28.012,104.151,1.0,1.0,31.0,1.0,,2.0,4.6,
701,EQ,2006.0,9.0,Mexico,26.319,-86.606,,,,,,,5.8,
702,EQ,2006.0,9.0,Samoa,-16.592,-172.033,,,,,,,6.9,
703,EQ,2006.0,9.0,Spain,10.876,-61.756,,,3.0,1.0,,1.0,6.1,
704,EQ,2006.0,9.0,TRINIDAD:  GASPARILLO,10.814,-61.758,1.0,1.0,,,,,5.5,
705,EQ,2006.0,10.0,United States,19.878,-155.935,,,,3.0,73.0,4.0,6.7,
706,EQ,2006.0,10.0,Peru,-13.457,-76.677,,,,,,1.0,6.7,
707,EQ,2006.0,10.0,China,31.56,113.21,,,,,,2.0,4.5,
708,EQ,2006.0,11.0,China,43.469,119.558,,,,,,3.0,4.7,
709,EQ,2006.0,11.0,Russia,46.592,153.266,,,1.0,1.0,,2.0,8.3,
710,EQ,2006.0,11.0,France,42.99,-0.05,,,,,,1.0,4.7,
711,EQ,2006.0,11.0,Hungary,48.195,22.46,,,,,,1.0,4.8,
712,EQ,2006.0,11.0,China,44.229,83.524,,,,,,2.0,4.7,
713,EQ,2006.0,11.0,Indonesia,-3.728,119.233,,,,,,1.0,5.2,
714,EQ,2006.0,11.0,Indonesia,2.52,128.283,,,,,,2.0,6.2,
715,EQ,2006.0,12.0,Indonesia,-8.251,118.777,1.0,1.0,14.0,1.0,,1.0,6.3,
716,EQ,2006.0,12.0,Switzerland,47.58,7.6,,,,,,1.0,3.9,
717,EQ,2006.0,12.0,Thailand,18.901,98.916,,,,,,1.0,4.6,
718,EQ,2006.0,12.0,Indonesia,0.626,99.859,7.0,1.0,100.0,2.0,,3.0,5.8,
719,EQ,2006.0,12.0,India,26.88,76.15,,,,,,1.0,4.2,
720,EQ,2006.0,12.0,Kyrgyzstan,42.156,76.163,,,,,,2.0,5.8,
721,EQ,2006.0,12.0,Taiwan,21.799,120.547,2.0,1.0,40.0,1.0,,1.0,7.0,
722,EQ,2006.0,12.0,Hungary,47.449,19.343,,,,,,1.0,4.1,
723,EQ,2007.0,1.0,Kyrgyzstan,39.803,70.311,,,,,,2.0,6.0,
724,EQ,2007.0,1.0,China,37.021,103.911,,,,,,3.0,4.5,
725,EQ,2007.0,1.0,China,33.259,104.74,,,,,,1.0,4.7,
726,EQ,2007.0,1.0,Russia,46.243,154.524,,,,,,,8.1,
727,EQ,2007.0,1.0,Turkey,39.592,42.863,,,2.0,1.0,,1.0,5.1,
728,EQ,2007.0,1.0,Indonesia,1.065,126.282,4.0,1.0,4.0,1.0,,1.0,7.5,
729,EQ,2007.0,2.0,Philippines,6.614,126.24,,,,,,1.0,4.9,
730,EQ,2007.0,2.0,Turkey,38.318,39.267,,,,,,1.0,5.7,
731,EQ,2007.0,3.0,Indonesia,-0.493,100.498,67.0,2.0,826.0,3.0,,3.0,6.4,
732,EQ,2007.0,3.0,Colombia,2.082,-76.495,,,9.0,1.0,,1.0,5.0,
733,EQ,2007.0,3.0,Iran,33.49,48.93,,,35.0,1.0,,1.0,4.7,
734,EQ,2007.0,3.0,Vanuatu,-20.617,169.357,,,,,,,7.1,
735,EQ,2007.0,3.0,Japan,37.336,136.588,1.0,1.0,150.0,3.0,,3.0,6.7,
736,EQ,2007.0,3.0,Greece,38.34,20.42,,,,,,1.0,5.8,
737,EQ,2007.0,4.0,Solomon Islands,-8.466,157.043,52.0,2.0,,,,3.0,8.1,
738,EQ,2007.0,4.0,Mexico,17.302,-100.198,,,,,,1.0,6.0,
739,EQ,2007.0,4.0,Japan,34.807,136.239,,,12.0,1.0,,2.0,4.6,
740,EQ,2007.0,4.0,Albania,41.172,19.897,,,,,,,4.5,
741,EQ,2007.0,4.0,Chile,-45.243,-72.648,10.0,1.0,,,,1.0,6.2,
742,EQ,2007.0,4.0,United Kingdom,51.085,1.009,,,1.0,1.0,,1.0,4.6,
743,EQ,2007.0,5.0,United States,45.394,-112.13,,,,,,1.0,4.5,
744,EQ,2007.0,5.0,Laos,20.504,100.746,,,,,,1.0,6.3,
745,EQ,2007.0,5.0,Indonesia,-1.065,127.343,,,,,,1.0,6.1,
746,EQ,2007.0,6.0,China,23.028,101.052,3.0,1.0,329.0,3.0,310.0,4.0,6.1,
747,EQ,2007.0,6.0,Guatemala,13.554,-90.618,,,,,,1.0,6.7,
748,EQ,2007.0,6.0,Iran,34.437,50.833,,,,,,1.0,5.5,
749,EQ,2007.0,7.0,Ecuador,-3.987,-79.836,,,,,,,4.5,
750,EQ,2007.0,7.0,Japan,37.57,138.478,9.0,1.0,1088.0,4.0,12500.0,4.0,6.6,
751,EQ,2007.0,7.0,China,42.913,82.378,,,,,,2.0,5.6,
752,EQ,2007.0,7.0,United States,37.804,-122.193,,,,,,1.0,4.2,
753,EQ,2007.0,7.0,Tajikistan,38.936,70.485,12.0,1.0,,,,,5.2,
754,EQ,2007.0,7.0,India,30.881,78.239,,,3.0,1.0,,1.0,4.3,
755,EQ,2007.0,7.0,Indonesia,2.872,127.464,,,,2.0,,1.0,6.9,
756,EQ,2007.0,8.0,Vanuatu,-15.595,167.68,,,,,,1.0,7.2,
757,EQ,2007.0,8.0,Russia,47.116,141.798,2.0,1.0,12.0,1.0,,1.0,6.2,
758,EQ,2007.0,8.0,United States,51.307,-179.971,,,,,,,6.7,
759,EQ,2007.0,8.0,United States,39.465,-111.237,9.0,1.0,,1.0,,,4.2,
760,EQ,2007.0,8.0,Indonesia,-5.968,107.655,,,,,,,7.5,
761,EQ,2007.0,8.0,Peru,-13.386,-76.603,514.0,3.0,1090.0,4.0,,4.0,8.0,
762,EQ,2007.0,8.0,United States,39.464,-111.207,3.0,1.0,6.0,1.0,,,1.6,
763,EQ,2007.0,8.0,India,17.2,73.7,,,,,,1.0,4.4,
764,EQ,2007.0,8.0,Iran,28.154,56.652,,,4.0,1.0,,,5.0,
765,EQ,2007.0,9.0,Solomon Islands,-11.61,165.762,,,,,,,7.2,
766,EQ,2007.0,9.0,Indonesia,-7.783,114.338,,,13.0,1.0,,1.0,4.8,
767,EQ,2007.0,9.0,Colombia,2.982,-77.967,,,5.0,1.0,,1.0,6.8,
768,EQ,2007.0,9.0,Indonesia,-4.438,101.367,25.0,1.0,161.0,3.0,,3.0,8.4,
769,EQ,2007.0,9.0,Indonesia,-2.625,100.841,,,,,,,7.9,
770,EQ,2007.0,9.0,Japan,22.013,142.668,,,,,,,7.5,
771,EQ,2007.0,9.0,New Zealand,-49.418,163.954,,,,,,,7.4,
772,EQ,2007.0,10.0,New Zealand,-44.785,167.583,,,,,,1.0,6.8,
773,EQ,2007.0,10.0,Pakistan,35.304,76.753,1.0,1.0,12.0,1.0,,,4.8,
774,EQ,2007.0,10.0,United States,37.434,-121.774,,,,,,1.0,5.6,
775,EQ,2007.0,11.0,India,21.181,70.724,1.0,1.0,5.0,1.0,,1.0,5.1,
776,EQ,2007.0,11.0,Philippines,9.721,124.647,1.0,1.0,,,,,5.1,
777,EQ,2007.0,11.0,Bangladesh,22.15,92.388,,,10.0,1.0,,1.0,5.1,
778,EQ,2007.0,11.0,Chile,-22.247,-69.89,2.0,1.0,65.0,2.0,,3.0,7.7,
779,EQ,2007.0,11.0,Ecuador,-2.312,-77.838,,,,,,1.0,6.8,
780,EQ,2007.0,11.0,Iran,31.68,49.93,,,30.0,1.0,,1.0,4.8,
781,EQ,2007.0,11.0,Indonesia,-8.277,118.339,3.0,1.0,,3.0,,2.0,6.5,
782,EQ,2007.0,11.0,India,28.555,77.057,,,,,,1.0,4.7,
783,EQ,2007.0,11.0,Martinique,14.944,-61.274,1.0,1.0,102.0,3.0,,1.0,7.4,
784,EQ,2007.0,12.0,Brazil,-15.048,-44.231,1.0,1.0,6.0,1.0,,2.0,4.6,
785,EQ,2007.0,12.0,KERMADEC ISLANDS,-25.996,-177.514,,,,,,,7.8,
786,EQ,2007.0,12.0,Chile,-32.689,-71.695,,,4.0,1.0,,1.0,5.9,
787,EQ,2007.0,12.0,New Zealand,-39.011,178.291,1.0,1.0,,,,1.0,6.6,
788,EQ,2007.0,12.0,Turkey,39.417,33.212,,,,,,1.0,5.7,
789,EQ,2007.0,12.0,Turkey,39.446,33.162,,,,,,3.0,5.6,
1,TS,1990.0,2.0,Philippines,9.755,124.694,,2.0,300.0,3.0,0.9,1.0,,2.1
2,TS,1990.0,2.0,Japan,34.706,139.252,,,,,,,,0.16
3,TS,1990.0,3.0,Costa Rica,9.919,-84.808,,,15.0,1.0,,2.0,,1.0
4,TS,1990.0,4.0,USA TERRITORY,15.125,147.596,,,,,,,,1.8
5,TS,1990.0,5.0,Philippines,7.0,126.0,,,,,,,,5.0
6,TS,1990.0,6.0,Iran,36.957,49.409,40000.0,4.0,105000.0,4.0,7200.0,4.0,,2.0
7,TS,1990.0,9.0,Japan,33.267,138.643,,,,,,,,0.2
8,TS,1990.0,12.0,Italy,37.3,15.438,19.0,1.0,200.0,3.0,500.0,4.0,,0.1
9,TS,1990.0,12.0,Taiwan,23.722,121.627,,,,,,1.0,,0.04
10,TS,1991.0,1.0,Greece,37.7,26.3,,,,,,,,
11,TS,1991.0,2.0,Solomon Islands,-9.929,159.139,,,,,,1.0,,0.02
12,TS,1991.0,2.0,Russia,48.268,154.328,,,,,,,,0.1
13,TS,1991.0,2.0,USA,58.427,-175.45,,,,,,,,0.15
14,TS,1991.0,4.0,Costa Rica,9.685,-83.073,90.0,2.0,895.0,3.0,510.0,4.0,,3.0
15,TS,1991.0,5.0,Greece,37.133,26.833,,,,,,,,0.5
16,TS,1991.0,10.0,Solomon Islands,-9.094,158.442,,,,,,,,0.15
17,TS,1991.0,12.0,Russia,45.533,151.021,,,,,,,,0.52
18,TS,1992.0,1.0,China,18.0,108.0,,,,,,1.0,,0.8
19,TS,1992.0,4.0,USA,40.368,-124.316,,,98.0,2.0,66.0,4.0,,1.8
20,TS,1992.0,5.0,Philippines,7.191,126.762,,,,,,1.0,,6.0
21,TS,1992.0,5.0,Solomon Islands,-11.122,165.239,,,,,,,,
22,TS,1992.0,7.0,USA,,,,,75.0,2.0,,1.0,,3.0
23,TS,1992.0,7.0,Japan,39.419,143.33,,,,,,,,0.3
24,TS,1992.0,8.0,Japan,32.536,141.641,,,,,,,,
25,TS,1992.0,9.0,Nicaragua,11.727,-87.386,170.0,3.0,489.0,3.0,30.0,4.0,,9.9
26,TS,1992.0,12.0,Indonesia,-8.48,121.896,2500.0,4.0,2103.0,4.0,100.0,4.0,,26.2
27,TS,1993.0,2.0,Japan,37.634,137.245,,,,,,,,0.5
28,TS,1993.0,3.0,Wallis and Futuna,-14.385,-178.252,5.0,1.0,20.0,1.0,,1.0,,
29,TS,1993.0,6.0,Russia,51.218,157.829,,,,,,,,0.1
30,TS,1993.0,6.0,New Zealand,-28.886,-176.819,,,,,,,,
31,TS,1993.0,7.0,Japan,42.851,139.197,231.0,3.0,233.0,3.0,1207.0,4.0,,32.0
32,TS,1993.0,8.0,Japan,41.985,139.839,,,,,,,,0.16
33,TS,1993.0,8.0,USA TERRITORY,12.982,144.801,,,48.0,1.0,250.0,4.0,,2.4
34,TS,1993.0,11.0,Russia,51.934,158.647,,,,,,,,0.05
35,TS,1994.0,1.0,USA,44.4,-67.97,,,,,,,,1.5
36,TS,1994.0,1.0,USA,34.213,-118.537,60.0,2.0,7000.0,4.0,40000.0,4.0,,0.1
37,TS,1994.0,1.0,Indonesia,1.015,127.733,9.0,1.0,300.0,3.0,,2.0,,2.0
38,TS,1994.0,2.0,Indonesia,-4.967,104.302,,,,,,,,
39,TS,1994.0,4.0,Japan,40.608,143.683,,,,,,,,0.11
40,TS,1994.0,4.0,Norway,61.267,6.583,,,,,,1.0,,4.0
41,TS,1994.0,5.0,Taiwan,23.959,122.448,,,,,,,,0.02
42,TS,1994.0,6.0,Indonesia,-10.477,112.835,238.0,3.0,423.0,3.0,2.2,2.0,,13.9
43,TS,1994.0,6.0,Indonesia,-10.362,112.892,,,,,,,,3.7
44,TS,1994.0,6.0,Indonesia,-10.777,113.366,,,,,,,,
45,TS,1994.0,6.0,Indonesia,-10.341,113.369,,,,,,,,3.0
46,TS,1994.0,9.0,USA,40.402,-125.68,,,,,,1.0,,0.07
47,TS,1994.0,9.0,Guinea,-4.238,152.214,4.0,1.0,,,86.0,4.0,,3.0
48,TS,1994.0,10.0,Russia,43.773,147.321,11.0,1.0,382.0,3.0,,3.0,,10.4
49,TS,1994.0,10.0,Indonesia,-1.258,127.98,1.0,1.0,52.0,2.0,,2.0,,3.0
50,TS,1994.0,10.0,Russia,43.905,147.916,,,,,,,,0.2
51,TS,1994.0,11.0,USA,59.5,-135.3,1.0,1.0,,,25.0,4.0,,9.0
52,TS,1994.0,11.0,Philippines,13.525,121.067,81.0,2.0,225.0,3.0,3.7,2.0,,7.3
53,TS,1994.0,12.0,Japan,40.525,143.419,3.0,1.0,200.0,3.0,170.4,4.0,,0.53
54,TS,1994.0,,Russia,45.22,36.72,,,,,,,,0.5
55,TS,1995.0,1.0,Japan,34.583,135.018,5502.0,4.0,36896.0,4.0,100000.0,4.0,,0.34
56,TS,1995.0,4.0,Samoa,-15.199,-173.529,,,,,,,,0.09
57,TS,1995.0,4.0,Philippines,12.059,125.58,,,,,,,,0.2
58,TS,1995.0,4.0,Philippines,12.047,125.92,,,,,,,,0.2
59,TS,1995.0,5.0,Greece,40.149,21.695,,,,,,,,
60,TS,1995.0,5.0,Indonesia,-8.452,125.049,11.0,1.0,19.0,1.0,,1.0,,4.0
61,TS,1995.0,5.0,New Caledonia,-23.008,169.9,,,,,,,,0.5
62,TS,1995.0,5.0,Russia,52.629,142.827,1989.0,4.0,750.0,3.0,300.0,4.0,,0.1
63,TS,1995.0,6.0,Greece,38.401,22.283,26.0,1.0,60.0,2.0,660.0,4.0,,1.0
64,TS,1995.0,7.0,Chile,-23.34,-70.294,3.0,1.0,58.0,2.0,1.791,2.0,,3.0
65,TS,1995.0,8.0,Guinea,-5.799,154.178,,,,,,1.0,,0.28
66,TS,1995.0,9.0,Mexico,16.779,-98.597,3.0,1.0,100.0,2.0,,2.0,,0.4
67,TS,1995.0,10.0,Mexico,19.055,-104.205,50.0,1.0,200.0,3.0,,2.0,,11.0
68,TS,1995.0,10.0,Japan,27.929,130.175,,,1.0,1.0,,1.0,,2.59
69,TS,1995.0,10.0,Japan,28.094,130.148,,,,,,,,1.5
70,TS,1995.0,11.0,Chile,-28.906,-71.417,,,,,,,,0.1
71,TS,1995.0,11.0,Egypt,28.826,34.799,11.0,1.0,47.0,1.0,,2.0,,4.0
72,TS,1995.0,12.0,Russia,44.663,149.3,,,,,,,,1.1
